,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,score
238,3,8,2,12,3,8,2,5,1,1,2,2,3,6,1,5,3,11,3,8,4,7,4,0,0.69342958377894
239,3,8,2,12,3,8,2,5,1,3,2,2,1,6,1,5,3,11,3,8,4,7,4,0,0.716819637353476
240,3,0,2,12,3,8,2,5,1,1,2,4,1,6,1,0,3,0,3,8,4,7,4,0,0.728268337613454
241,3,8,2,12,3,8,2,5,3,1,2,2,1,6,1,5,3,11,3,8,4,7,4,0,0.649884918572948
242,3,8,2,8,3,8,2,5,1,1,2,2,1,6,1,5,3,0,3,8,4,7,4,0,0.69908701225941
243,3,8,2,12,3,8,2,5,1,1,2,2,1,6,1,11,3,5,3,8,4,7,4,0,0.71718086167194
244,3,8,2,12,3,8,2,5,1,3,2,2,1,6,1,5,3,0,3,8,4,7,4,0,0.669901006488062
245,3,8,2,12,3,8,2,5,1,1,4,2,1,6,1,5,3,0,3,8,4,7,4,0,0.67706320051162
246,3,8,2,8,3,8,2,5,1,1,4,4,1,6,1,5,3,0,3,8,4,7,4,0,0.657162004223718
247,3,8,2,8,3,8,2,5,1,1,2,1,1,6,1,5,3,11,3,8,4,7,4,0,0.66310380222528
248,3,8,2,8,3,8,2,5,1,1,2,2,1,6,1,5,3,0,3,8,4,7,4,12,0.6738434757325
249,3,8,2,8,3,8,2,5,1,1,2,2,1,6,1,5,3,0,3,12,4,7,4,0,0.67532516747686
250,3,8,2,8,3,8,2,5,1,1,2,2,1,6,1,5,3,9,3,8,4,7,4,0,0.66183047628457
251,3,8,2,8,3,8,2,5,1,1,2,2,1,6,1,9,3,0,3,8,4,7,4,0,0.623688327247292
252,3,8,2,8,3,8,2,5,1,1,4,2,1,6,1,5,3,0,3,8,4,7,4,0,0.65583363754428
253,3,8,2,8,3,8,2,5,1,3,2,2,1,6,1,5,3,0,3,8,4,7,4,0,0.722998171741722
254,3,6,2,12,3,8,2,5,1,1,2,4,1,6,1,5,3,3,3,8,4,7,4,0,0.76465164672527
255,3,6,2,8,3,8,2,5,1,1,2,4,1,6,1,5,3,3,3,8,4,7,4,0,0.759798981497292
256,3,6,2,12,3,8,2,5,1,1,2,2,1,6,1,5,3,3,3,8,4,7,4,0,0.74896644048577
257,3,6,2,12,3,8,2,5,1,1,2,4,1,6,1,5,3,3,3,8,4,7,4,10,0.776682827738734
258,3,8,2,12,3,8,2,5,1,1,2,1,1,6,1,5,3,0,3,8,1,7,4,0,0.720528518067894
259,3,0,2,12,3,8,2,5,1,1,2,2,1,6,1,5,3,11,3,8,4,7,4,0,0.62736861053552
260,3,8,2,12,3,8,2,5,1,1,4,2,1,6,1,5,3,11,3,8,4,7,4,0,0.635736682790216
261,3,8,2,12,3,8,2,5,3,1,2,2,1,6,1,5,3,11,3,8,4,7,4,12,0.646445020660974
262,3,8,2,0,3,8,2,5,1,1,2,2,1,6,1,5,3,0,3,8,4,7,4,10,0.734173330969648
263,3,8,2,0,3,8,2,5,1,1,2,2,1,6,1,5,3,0,3,8,2,7,4,10,0.76261397218894
264,3,8,2,0,3,8,2,5,1,1,2,2,1,6,1,5,3,0,3,8,4,7,4,6,0.692194424131132
265,3,8,2,0,3,8,2,5,1,1,2,2,1,6,1,5,3,11,3,8,4,7,4,10,0.70817713364068
266,3,8,2,0,3,8,2,5,1,1,2,4,1,6,1,5,3,0,3,8,4,7,4,10,0.742219217306202
267,3,8,2,12,3,8,2,5,1,4,2,2,4,6,1,5,3,0,3,8,4,7,4,0,0.777433893874808
268,3,8,2,12,3,8,2,5,1,4,2,2,4,6,1,5,3,11,3,8,4,7,4,0,0.731246136470652
269,3,8,2,12,3,8,2,5,3,4,2,2,4,6,1,5,3,0,3,8,4,7,4,0,0.700404089843474
270,3,8,2,12,3,8,2,5,1,4,2,2,2,6,1,5,3,11,3,8,4,7,4,0,0.7012640307806
271,3,8,2,12,3,8,2,5,1,4,2,2,4,6,1,5,3,11,3,8,4,7,4,12,0.74809131838667
272,3,8,2,12,3,8,2,5,1,4,2,4,4,6,1,5,3,11,3,8,4,7,4,0,0.665768509270928
273,3,0,2,12,3,8,2,5,3,4,2,2,4,6,1,0,3,0,3,8,4,7,4,0,0.709954212678336
274,3,4,2,12,3,8,2,5,3,4,2,2,4,6,1,5,3,0,3,8,4,7,4,0,0.640023227528084
275,3,8,2,8,3,8,2,5,3,4,2,2,4,6,1,5,3,0,3,8,4,7,4,0,0.633215128757876
276,3,8,2,12,3,8,2,5,3,2,2,2,4,6,1,5,3,0,3,8,4,7,4,0,0.681838593551012
277,3,8,2,12,3,8,2,5,3,4,2,2,4,6,1,5,3,0,3,8,2,7,4,0,0.624318407998748
278,3,8,2,12,3,8,2,5,3,4,2,2,4,6,1,5,3,0,3,8,4,7,4,10,0.655182539716586
279,3,8,2,12,3,8,2,5,3,4,2,2,4,6,1,5,3,11,3,8,4,7,4,0,0.719904588679742
280,3,12,2,12,3,8,2,5,3,4,2,2,4,6,1,5,3,0,3,8,4,7,4,0,0.640192423096832
281,3,12,2,12,3,8,2,5,1,4,2,2,4,6,1,5,3,0,3,8,4,7,4,0,0.688726272759056
282,3,8,2,12,3,8,2,5,1,4,2,2,4,6,1,5,3,11,3,8,2,7,4,0,0.751591863612966
283,3,12,2,8,3,8,2,5,1,4,2,2,4,6,1,5,3,0,3,8,4,7,4,0,0.764187822185232
284,3,12,2,12,3,8,2,5,1,4,2,2,4,6,1,0,3,0,3,8,4,7,4,0,0.663626305060084
285,3,12,2,12,3,8,2,5,1,4,2,2,4,6,1,5,3,0,3,8,4,7,4,6,0.633962161422614
286,3,12,2,12,3,8,2,5,1,4,2,2,4,6,1,5,3,11,3,8,4,7,4,0,0.620937092301958
287,3,12,2,12,3,8,2,5,1,4,2,2,4,6,1,9,3,0,3,8,4,7,4,0,0.778534394886056
288,3,12,2,12,3,8,2,5,1,4,4,2,4,6,1,5,3,0,3,8,4,7,4,0,0.625406950880306
289,3,12,2,12,3,8,2,5,2,4,2,2,4,6,1,5,3,0,3,8,4,7,4,0,0.632712806145366
